epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,4346.78,1.52597,1.2555,1.28742,0.122,0.04726,0.04166,0.01417,3.10241,4.24347,2.18657,0.0094654,0.0094654,0.0094654
29,4498.35,1.50807,1.23031,1.26661,0.1248,0.05574,0.04147,0.01493,2.95013,3.60189,2.0776,0.0094456,0.0094456,0.0094456
30,4651.44,1.49507,1.22992,1.26847,0.09927,0.03757,0.02598,0.00995,3.00222,4.09709,2.0931,0.0094258,0.0094258,0.0094258
31,4805.54,1.52775,1.26201,1.28923,0.09821,0.04217,0.03167,0.01069,2.99763,4.22475,2.04816,0.009406,0.009406,0.009406
32,4956.09,1.46015,1.18184,1.24455,0.13503,0.05304,0.04514,0.01694,2.77022,3.76919,1.97039,0.0093862,0.0093862,0.0093862
33,5107.17,1.5171,1.24025,1.27729,0.15747,0.041,0.03668,0.01299,2.8706,3.80814,2.01401,0.0093664,0.0093664,0.0093664
34,5258.16,1.45583,1.19114,1.25471,0.09431,0.03991,0.02869,0.00913,2.95438,3.7514,2.08698,0.0093466,0.0093466,0.0093466
35,5408.98,1.44322,1.16807,1.24359,0.13581,0.04856,0.03288,0.01306,2.8953,3.8945,2.09814,0.0093268,0.0093268,0.0093268
36,5560.54,1.44789,1.17622,1.24604,0.14314,0.05818,0.04329,0.0167,2.90422,3.88417,2.05149,0.009307,0.009307,0.009307
37,5711.7,1.43816,1.17139,1.23769,0.08995,0.05004,0.0281,0.0098,2.9946,4.05861,2.16333,0.0092872,0.0092872,0.0092872
38,5861.95,1.43749,1.16012,1.2384,0.11476,0.05665,0.03806,0.01468,2.98112,4.27846,2.0996,0.0092674,0.0092674,0.0092674
39,6012.64,1.45032,1.18104,1.24839,0.08869,0.09961,0.03614,0.01352,2.94768,4.29227,2.10177,0.0092476,0.0092476,0.0092476
40,6166.29,1.41469,1.13402,1.22278,0.03532,0.15346,0.03031,0.01008,3.02683,4.90398,2.18268,0.0092278,0.0092278,0.0092278
41,6316.59,1.42647,1.14005,1.22147,0.09255,0.09533,0.04147,0.01501,2.87556,4.05117,2.11327,0.009208,0.009208,0.009208
42,6467.33,1.42745,1.1502,1.23127,0.11124,0.05906,0.03659,0.01293,3.05378,4.17622,2.2592,0.0091882,0.0091882,0.0091882
43,6617.46,1.41319,1.13,1.22525,0.15177,0.04438,0.0327,0.01119,2.97639,4.14265,2.11075,0.0091684,0.0091684,0.0091684
44,6768.2,1.40711,1.11636,1.22051,0.09342,0.06293,0.02949,0.00928,3.07296,4.00956,2.20207,0.0091486,0.0091486,0.0091486
45,6918.77,1.39626,1.0931,1.20788,0.07687,0.04169,0.02653,0.00918,3.08693,3.99089,2.21039,0.0091288,0.0091288,0.0091288
46,7072,1.4012,1.11345,1.21964,0.04943,0.1075,0.02887,0.00915,3.1938,4.11206,2.25726,0.009109,0.009109,0.009109
47,7222.51,1.39507,1.10534,1.22256,0.11309,0.04378,0.03457,0.01216,3.04298,3.95756,2.19007,0.0090892,0.0090892,0.0090892
48,7373.18,1.41513,1.13906,1.22741,0.03158,0.20978,0.03489,0.01353,3.05439,4.38447,2.25068,0.0090694,0.0090694,0.0090694
49,7524.59,1.38903,1.10419,1.20614,0.10761,0.04639,0.02803,0.00825,3.20066,3.77268,2.29752,0.0090496,0.0090496,0.0090496
50,7675.71,1.38432,1.10617,1.20925,0.08819,0.0425,0.03447,0.01269,3.00361,3.77793,2.14107,0.0090298,0.0090298,0.0090298
51,7826.61,1.35267,1.06604,1.19005,0.05294,0.08209,0.02699,0.00893,3.08045,3.86054,2.21733,0.00901,0.00901,0.00901
52,7976.77,1.37224,1.095,1.20769,0.08442,0.0366,0.02776,0.01056,2.9945,3.84573,2.07213,0.0089902,0.0089902,0.0089902
53,8126.82,1.34322,1.0462,1.17775,0.02322,0.20827,0.03008,0.01062,3.21611,4.26927,2.28882,0.0089704,0.0089704,0.0089704
54,8276.71,1.35722,1.07283,1.18928,0.11326,0.03836,0.03126,0.01164,2.99054,4.13399,2.12429,0.0089506,0.0089506,0.0089506
55,8426.62,1.36407,1.06772,1.19832,0.01923,0.17925,0.02184,0.00896,3.05884,4.70713,2.20903,0.0089308,0.0089308,0.0089308
56,8576.77,1.3168,1.02314,1.1768,0.13871,0.06217,0.04237,0.01605,3.01304,4.0768,2.18256,0.008911,0.008911,0.008911
57,8726.58,1.33946,1.04471,1.18152,0.06338,0.08553,0.03459,0.0129,3.13959,4.50631,2.25666,0.0088912,0.0088912,0.0088912
58,8876.71,1.3557,1.06252,1.19488,0.03124,0.13456,0.02694,0.01039,3.13068,4.78151,2.24077,0.0088714,0.0088714,0.0088714
59,9027.15,1.34104,1.05253,1.19375,0.11854,0.05043,0.02569,0.00879,3.03369,4.0805,2.1484,0.0088516,0.0088516,0.0088516
60,9177.2,1.31777,1.027,1.18161,0.08513,0.04691,0.03068,0.01137,2.92177,4.16014,2.12729,0.0088318,0.0088318,0.0088318
61,9327.24,1.34456,1.04501,1.18568,0.04786,0.19399,0.05127,0.02081,3.05408,4.4727,2.23183,0.008812,0.008812,0.008812
62,9477.58,1.31921,1.02147,1.17131,0.02958,0.19411,0.02872,0.01043,3.02569,4.31283,2.18662,0.0087922,0.0087922,0.0087922
63,9628.38,1.32895,1.03427,1.17921,0.03311,0.2712,0.04033,0.0149,3.00892,3.85905,2.15144,0.0087724,0.0087724,0.0087724
64,9778.88,1.32063,1.02499,1.17068,0.10494,0.03485,0.02872,0.01008,3.08682,3.94389,2.20335,0.0087526,0.0087526,0.0087526
65,9928.71,1.2917,0.9844,1.16464,0.1256,0.04794,0.03771,0.0132,2.99114,4.18465,2.1528,0.0087328,0.0087328,0.0087328
66,10078.8,1.29432,1.00208,1.1638,0.06356,0.12776,0.03592,0.01113,3.04616,4.13297,2.16174,0.008713,0.008713,0.008713
67,10229.5,1.33113,1.01845,1.18025,0.02673,0.21307,0.03233,0.01039,3.13739,4.41265,2.21419,0.0086932,0.0086932,0.0086932
68,10379.6,1.31244,1.02203,1.17228,0.03482,0.14432,0.03358,0.01378,3.07651,4.84238,2.24412,0.0086734,0.0086734,0.0086734
69,10529.7,1.30767,1.01125,1.16684,0.02786,0.18982,0.03088,0.0102,3.26598,4.62672,2.3452,0.0086536,0.0086536,0.0086536
70,10679.8,1.277,0.98961,1.16442,0.02612,0.19254,0.02693,0.00903,3.14601,4.33617,2.24764,0.0086338,0.0086338,0.0086338
71,10830,1.29915,1.01153,1.16338,0.03401,0.21115,0.04556,0.01788,2.99236,4.14674,2.1375,0.008614,0.008614,0.008614
72,10980.9,1.27976,0.97579,1.15157,0.03135,0.25574,0.03866,0.01483,2.92038,4.093,2.09262,0.0085942,0.0085942,0.0085942
73,11131,1.26374,0.95929,1.15027,0.02998,0.21159,0.03183,0.0127,3.06956,4.28353,2.17481,0.0085744,0.0085744,0.0085744
74,11280.9,1.27917,0.97265,1.15365,0.03289,0.20775,0.03586,0.01371,3.02099,4.53412,2.12204,0.0085546,0.0085546,0.0085546
75,11431.8,1.29436,0.99697,1.16006,0.02747,0.20696,0.0357,0.01392,3.02425,4.43767,2.12435,0.0085348,0.0085348,0.0085348
76,11582.2,1.27341,0.97047,1.15744,0.09922,0.05706,0.03945,0.01485,3.03462,4.17854,2.163,0.008515,0.008515,0.008515
77,11732.2,1.26719,0.97492,1.15889,0.03055,0.23016,0.03923,0.01384,3.00186,4.19922,2.16904,0.0084952,0.0084952,0.0084952
78,11882.6,1.27561,0.97777,1.15267,0.06815,0.04062,0.02615,0.00923,3.14361,4.32859,2.23185,0.0084754,0.0084754,0.0084754
79,12033,1.2497,0.93802,1.13943,0.03633,0.18186,0.03783,0.01379,3.01502,4.5196,2.17484,0.0084556,0.0084556,0.0084556
80,12184.3,1.27658,0.98509,1.16754,0.02855,0.22804,0.03993,0.01478,2.98306,4.26992,2.17198,0.0084358,0.0084358,0.0084358
81,12334.1,1.24982,0.94737,1.14039,0.02601,0.18108,0.0279,0.00981,3.00675,4.44365,2.14797,0.008416,0.008416,0.008416
82,12484,1.24105,0.93255,1.13604,0.02817,0.17802,0.03638,0.01343,3.03566,4.48166,2.1745,0.0083962,0.0083962,0.0083962
83,12634.1,1.25009,0.94733,1.13219,0.06769,0.12901,0.04134,0.01525,2.96266,4.18049,2.10819,0.0083764,0.0083764,0.0083764
84,12784.2,1.22147,0.91223,1.12774,0.02806,0.19387,0.03461,0.01363,3.112,4.38687,2.20062,0.0083566,0.0083566,0.0083566
85,12934.3,1.26468,0.95242,1.14536,0.10297,0.06005,0.03983,0.0149,3.04498,4.39124,2.18434,0.0083368,0.0083368,0.0083368
86,13085.7,1.23092,0.93449,1.14007,0.02396,0.18647,0.03247,0.01289,3.11972,4.60378,2.24549,0.008317,0.008317,0.008317
87,13236,1.22231,0.91356,1.12884,0.08283,0.09554,0.03843,0.01465,3.04917,4.38716,2.17218,0.0082972,0.0082972,0.0082972
88,13386.3,1.22871,0.92233,1.12971,0.13351,0.03812,0.03885,0.01407,3.06923,4.0192,2.18759,0.0082774,0.0082774,0.0082774
89,13536.9,1.25247,0.95224,1.14071,0.06074,0.09602,0.03233,0.01216,3.09259,4.02033,2.19525,0.0082576,0.0082576,0.0082576
90,13686.4,1.22247,0.9193,1.13543,0.02464,0.2425,0.0379,0.01418,3.0045,3.94464,2.13624,0.0082378,0.0082378,0.0082378
91,13837,1.23592,0.93182,1.13207,0.0745,0.08551,0.03289,0.0127,3.02094,3.99665,2.15994,0.008218,0.008218,0.008218
92,13987.5,1.23978,0.93547,1.13393,0.03119,0.19096,0.03586,0.01375,3.02283,4.45842,2.16974,0.0081982,0.0081982,0.0081982
93,14137.5,1.21204,0.89575,1.12301,0.0306,0.18969,0.03546,0.01399,3.03374,4.38953,2.15919,0.0081784,0.0081784,0.0081784
94,14287.9,1.23464,0.93791,1.13598,0.03162,0.20671,0.03526,0.01362,3.01326,4.20206,2.13442,0.0081586,0.0081586,0.0081586
95,14439.6,1.22036,0.92125,1.13079,0.02867,0.19295,0.0306,0.01181,3.07321,4.2967,2.16017,0.0081388,0.0081388,0.0081388
96,14589.5,1.24024,0.93361,1.13489,0.03801,0.12142,0.0303,0.01211,3.02426,4.24922,2.13423,0.008119,0.008119,0.008119
97,14739,1.21814,0.90527,1.13415,0.02735,0.20151,0.0292,0.01076,2.95506,4.24807,2.10727,0.0080992,0.0080992,0.0080992
98,14889.3,1.21358,0.90323,1.12195,0.02898,0.19225,0.03346,0.01367,2.94913,4.32193,2.12162,0.0080794,0.0080794,0.0080794
99,15040,1.23216,0.92838,1.12962,0.0275,0.14407,0.02888,0.01225,2.97723,4.76994,2.1224,0.0080596,0.0080596,0.0080596
100,15190.4,1.22312,0.91186,1.12756,0.03086,0.10987,0.02785,0.0119,3.05488,5.08254,2.18876,0.0080398,0.0080398,0.0080398
101,15339.9,1.21071,0.8992,1.12052,0.02878,0.12306,0.03179,0.01291,3.05396,4.92165,2.17287,0.00802,0.00802,0.00802
