epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,2328.49,0.79094,0.52766,0.90044,0.75894,0.60986,0.69773,0.47462,1.12946,1.11925,1.06557,0.009703,0.009703,0.009703
17,2469.78,0.78646,0.52255,0.89782,0.76181,0.59767,0.6999,0.48067,1.11925,1.19613,1.05733,0.0096832,0.0096832,0.0096832
18,2609.8,0.77504,0.51176,0.89705,0.75255,0.58757,0.67371,0.46214,1.15948,1.24147,1.07564,0.0096634,0.0096634,0.0096634
19,2750.59,0.75941,0.49292,0.89019,0.79221,0.61541,0.70344,0.49466,1.08809,1.11624,1.0388,0.0096436,0.0096436,0.0096436
20,2891.82,0.7382,0.48391,0.88796,0.77694,0.6362,0.71228,0.49238,1.08241,1.10991,1.03447,0.0096238,0.0096238,0.0096238
21,3032,0.75854,0.49088,0.89159,0.80133,0.65504,0.73185,0.49809,1.11806,1.02387,1.04638,0.009604,0.009604,0.009604
22,3172.41,0.73912,0.47857,0.88122,0.78774,0.64239,0.73047,0.50461,1.09289,1.12855,1.03507,0.0095842,0.0095842,0.0095842
23,3315.84,0.73763,0.47385,0.88777,0.80218,0.65573,0.73538,0.51545,1.07719,1.01521,1.05487,0.0095644,0.0095644,0.0095644
24,3457.34,0.7246,0.46691,0.88138,0.78793,0.62924,0.70904,0.49787,1.09481,1.15697,1.04585,0.0095446,0.0095446,0.0095446
25,3600.04,0.71829,0.46692,0.88219,0.80843,0.63472,0.7261,0.49878,1.11613,1.10968,1.0612,0.0095248,0.0095248,0.0095248
26,3741.87,0.69183,0.44863,0.8725,0.78956,0.6354,0.72171,0.50503,1.06762,1.05829,1.03902,0.009505,0.009505,0.009505
27,3882.95,0.70734,0.45686,0.87491,0.79035,0.64457,0.7274,0.50235,1.10769,1.07132,1.05818,0.0094852,0.0094852,0.0094852
28,4024.55,0.69527,0.44345,0.87157,0.74127,0.59894,0.67365,0.47371,1.10348,1.30681,1.04708,0.0094654,0.0094654,0.0094654
29,4165.94,0.70518,0.44507,0.878,0.80845,0.6188,0.71289,0.50022,1.06903,1.16058,1.03006,0.0094456,0.0094456,0.0094456
30,4307.1,0.69357,0.43866,0.87586,0.81971,0.6677,0.74617,0.51407,1.0817,0.95875,1.03789,0.0094258,0.0094258,0.0094258
31,4447.99,0.66956,0.42681,0.86626,0.80669,0.61152,0.71598,0.49687,1.07805,1.15381,1.02816,0.009406,0.009406,0.009406
32,4589.57,0.67594,0.42523,0.8687,0.79681,0.65437,0.73411,0.51004,1.08085,1.00179,1.04755,0.0093862,0.0093862,0.0093862
33,4731.99,0.67168,0.42685,0.86775,0.77245,0.61645,0.70131,0.49072,1.09086,1.22102,1.03242,0.0093664,0.0093664,0.0093664
34,4881.2,0.66989,0.42184,0.86085,0.78359,0.63884,0.72093,0.50165,1.06665,1.15067,1.03331,0.0093466,0.0093466,0.0093466
35,5033.75,0.6531,0.41026,0.85819,0.80732,0.64091,0.72282,0.51034,1.04702,1.10702,1.03156,0.0093268,0.0093268,0.0093268
36,5186.04,0.65038,0.40892,0.8539,0.8146,0.6347,0.72959,0.51748,1.04909,1.14801,1.0287,0.009307,0.009307,0.009307
37,5338.2,0.66069,0.41798,0.85666,0.813,0.6453,0.73167,0.51411,1.06389,1.08195,1.03311,0.0092872,0.0092872,0.0092872
38,5489.78,0.66585,0.41632,0.86511,0.80211,0.62045,0.70838,0.50355,1.05419,1.16759,1.02992,0.0092674,0.0092674,0.0092674
39,5641.73,0.65074,0.40742,0.85818,0.80114,0.63511,0.71411,0.50354,1.0682,1.13933,1.03303,0.0092476,0.0092476,0.0092476
40,5792.36,0.64827,0.40742,0.86227,0.82743,0.65785,0.75342,0.53581,1.04175,1.06518,1.02542,0.0092278,0.0092278,0.0092278
41,5943.37,0.6663,0.41569,0.86478,0.79138,0.62981,0.71999,0.50944,1.06277,1.14456,1.02681,0.009208,0.009208,0.009208
42,6094.35,0.62739,0.39054,0.85375,0.79031,0.61932,0.70931,0.50376,1.06334,1.23949,1.02334,0.0091882,0.0091882,0.0091882
43,6245.56,0.62872,0.3951,0.855,0.79159,0.62867,0.7137,0.51009,1.06318,1.17748,1.02692,0.0091684,0.0091684,0.0091684
44,6395.88,0.63851,0.39234,0.85535,0.81967,0.65008,0.73741,0.52762,1.03451,1.12753,1.01417,0.0091486,0.0091486,0.0091486
45,6546.73,0.64095,0.39818,0.85356,0.81554,0.65895,0.7517,0.53692,1.019,1.02412,1.01438,0.0091288,0.0091288,0.0091288
46,6697.55,0.6245,0.39394,0.85099,0.81365,0.60819,0.71275,0.51288,1.05298,1.16635,1.04107,0.009109,0.009109,0.009109
47,6848.29,0.60587,0.376,0.85496,0.78988,0.6407,0.72243,0.51696,1.04971,1.18209,1.02763,0.0090892,0.0090892,0.0090892
48,6998.38,0.62855,0.38749,0.85291,0.80534,0.63187,0.72682,0.51728,1.06081,1.17822,1.03264,0.0090694,0.0090694,0.0090694
49,7148.55,0.6271,0.39698,0.84984,0.81225,0.61602,0.72324,0.52337,1.04102,1.27176,1.01223,0.0090496,0.0090496,0.0090496
50,7300.55,0.6222,0.37745,0.85358,0.80275,0.61598,0.71444,0.51378,1.06415,1.19032,1.03241,0.0090298,0.0090298,0.0090298
51,7442.6,0.61625,0.37936,0.84778,0.81763,0.63654,0.7271,0.52547,1.01771,1.08956,1.01118,0.00901,0.00901,0.00901
